Id	WT30_a	WT30_b	WT30_c	Fluco_a	Fluco_b	Fluco_c	norm.WT30_a	norm.WT30_b	norm.WT30_c	norm.Fluco_a	norm.Fluco_b	norm.Fluco_c	baseMean	WT	Fluco	FoldChange	log2FoldChange	pvalue	padj	dispGeneEst	dispFit	dispMAP	dispersion	betaConv	maxCooks
CNAG_06545	6910	3334	3516	2465	1201	3690	4047	3348	3299	2893	2206	3023	3136.04	3565	2707	0.76	-0.396	0.0310683945454864	0.220658174830846	0.0195	0.0297	0.024	0.024	TRUE	0.3126
CNAG_06546	35	24	48	15	23	40	20	24	45	18	42	33	30.38	30	31	1.028	0.04	0.939057258867066	NA	0.1422	0.1864	0.1637	0.1637	TRUE	0.4884
CNAG_06548	5652	3252	2895	3458	2255	4395	3310	3266	2717	4058	4143	3600	3515.59	3098	3934	1.269	0.344	0.0222466465228818	0.18850073360191	0.008	0.0296	0.016	0.016	TRUE	0.1405
CNAG_06549	1773	1152	1375	856	548	1311	1038	1157	1290	1005	1007	1074	1095.12	1162	1029	0.886	-0.174	0.249142906224136	0.579857246092071	0.0062	0.0326	0.0155	0.0155	TRUE	0.1125
CNAG_06550	6079	3908	3796	3243	1697	4653	3560	3925	3562	3806	3118	3811	3630.3	3682	3578	0.972	-0.04	0.784717383135142	0.91665212062164	0.0076	0.0295	0.0154	0.0154	TRUE	0.1517
CNAG_06551	867	535	471	565	385	688	508	537	442	663	707	564	570.15	496	645	1.297	0.375	0.0323026236699038	0.225256151891829	0.0098	0.0366	0.0203	0.0203	TRUE	0.1478
CNAG_06552	3662	2175	2047	1775	1177	2438	2145	2184	1921	2083	2162	1997	2082.03	2083	2081	0.998	-0.003	0.983961998144827	0.992899476565535	0.0027	0.0305	0.0117	0.0117	TRUE	0.0561
CNAG_06553	3341	1872	1489	1452	973	1822	1957	1880	1397	1704	1787	1492	1702.98	1745	1661	0.951	-0.072	0.699659945969579	0.882148958614411	0.02	0.031	0.0245	0.0245	TRUE	0.3661
CNAG_06554	3278	2008	1489	1558	1310	1723	1920	2017	1397	1828	2407	1411	1830	1778	1882	1.057	0.08	0.74269823125244	0.901031390185603	0.0531	0.0308	0.0427	0.0427	TRUE	0.2729
CNAG_06555	2706	1661	1691	1589	991	1869	1585	1668	1587	1865	1821	1531	1676	1613	1739	1.077	0.107	0.459245053193222	0.742917435488001	0.005	0.0311	0.0144	0.0144	TRUE	0.1351
CNAG_06556	64	48	34	43	39	44	37	48	32	50	72	36	45.96	39	53	1.322	0.403	0.31294912932529	NA	0.0553	0.1328	0.0923	0.0923	TRUE	0.2166
CNAG_06557	123	71	60	40	36	66	72	71	56	47	66	54	61.13	66	56	0.827	-0.273	0.381059127511557	0.685562842818058	0	0.1068	0.0528	0.0528	TRUE	0.1603
CNAG_06558	1946	1278	1417	958	469	1360	1140	1284	1330	1124	862	1114	1142.12	1251	1033	0.828	-0.272	0.113811124917936	0.413687100322623	0.0122	0.0324	0.0204	0.0204	TRUE	0.2407
CNAG_06559	1031	500	539	545	370	809	604	502	506	640	680	663	598.95	537	661	1.227	0.295	0.0621640426411924	0.317928296832276	0.005	0.0362	0.0163	0.0163	TRUE	0.1434
CNAG_06560	3441	1595	1563	1370	919	2222	2015	1602	1467	1608	1688	1820	1699.99	1695	1705	1.006	0.009	0.960570507506274	0.98522164487018	0.0153	0.031	0.0214	0.0214	TRUE	0.3348
CNAG_06561	40	29	29	20	15	31	23	29	27	23	28	25	26.03	26	25	0.959	-0.061	0.88515931812509	NA	0	0.2128	0.0881	0.0881	TRUE	0.0931
CNAG_06562	16	12	11	10	8	13	9	12	10	12	15	11	11.47	10	13	1.157	0.21	0.733366167403384	NA	0	0.4471	0.184	0.184	TRUE	0.0706
CNAG_06563	8880	4658	5458	3034	1431	4459	5201	4678	5122	3561	2629	3653	4140.36	5000	3281	0.657	-0.607	0.000545701702253273	0.0232287024592477	0.0161	0.0294	0.0219	0.0219	TRUE	0.3617
CNAG_06564	8551	4124	3706	3980	2320	4927	5008	4142	3478	4671	4262	4036	4265.98	4209	4323	1.027	0.038	0.832791852709925	0.940742293219197	0.0191	0.0293	0.0232	0.0232	TRUE	0.2743
CNAG_06565	3424	1333	1778	1724	1069	2448	2005	1339	1668	2023	1964	2005	1834.12	1671	1997	1.195	0.257	0.166911348043304	0.482187005278054	0.0192	0.0308	0.0243	0.0243	TRUE	0.2297
CNAG_06566	6631	3920	3372	4491	3313	4960	3883	3937	3164	5270	6086	4063	4400.68	3661	5140	1.403	0.489	0.0139187959644143	0.146846453803163	0.0262	0.0293	0.0282	0.0282	TRUE	0.2357
CNAG_06567	2247	1243	1440	1124	590	1753	1316	1248	1351	1319	1084	1436	1292.41	1305	1280	0.982	-0.026	0.87346319263146	0.954812957533277	0.0095	0.0319	0.0181	0.0181	TRUE	0.2068
CNAG_06568	912	805	1282	460	240	1150	534	808	1203	540	441	942	744.72	848	641	0.757	-0.401	0.262734471499013	0.588960968175674	0.1542	0.0347	0.0909	0.0909	TRUE	0.2997
CNAG_06569	1498	789	980	998	730	1276	877	792	920	1171	1341	1045	1024.46	863	1186	1.371	0.455	0.00547240665316407	0.0905215452861466	0.0092	0.0329	0.0183	0.0183	TRUE	0.1522
CNAG_06570	1566	448	516	496	317	735	917	450	484	582	582	602	602.96	617	589	0.953	-0.07	0.808726412027792	0.930232055629158	0.0791	0.0362	0.0583	0.0583	TRUE	2.1727
CNAG_06573	1398	688	784	799	407	1288	819	691	736	938	748	1055	830.96	749	914	1.223	0.29	0.120687610559412	0.422655076693695	0.0163	0.034	0.0239	0.0239	TRUE	0.2866
CNAG_06574	2356	1093	1222	1694	1505	1337	1380	1098	1147	1988	2765	1095	1578.69	1208	1949	1.612	0.688	0.0264103778784856	0.205257791753861	0.0986	0.0313	0.0686	0.0686	TRUE	0.1464
CNAG_06576	137942	61505	48377	81552	62133	69634	80786	61770	45394	95704	114144	57040	75806.59	62650	88963	1.42	0.506	0.0877500101908655	0.374271085550218	0.0936	0.0283	0.0632	0.0632	TRUE	0.4001
CNAG_06577	13745	8284	5846	7517	5356	8676	8050	8320	5486	8821	9839	7107	7937.16	7285	8589	1.179	0.237	0.276803353745245	0.603616603027113	0.0356	0.0288	0.0342	0.0342	TRUE	0.5698
CNAG_06578	29232	11934	13535	16394	9419	22552	17120	11985	12701	19239	17304	18473	16136.94	13935	18339	1.316	0.396	0.0284832990526466	0.21246012202237	0.0212	0.0285	0.0235	0.0235	TRUE	0.4894
CNAG_06583	355	211	211	87	62	198	208	212	198	102	114	162	166	206	126	0.618	-0.695	0.0055688838792751	0.0909394464684693	0.0229	0.0572	0.0383	0.0383	TRUE	0.7081
CNAG_06584	1322	581	645	688	453	1081	774	584	605	807	832	885	748.01	654	841	1.285	0.362	0.0402328543433546	0.25184977939443	0.0118	0.0346	0.021	0.021	TRUE	0.3123
CNAG_06585	18162	14250	11284	10267	6359	13913	10637	14311	10588	12049	11682	11397	11777.32	11845	11709	0.989	-0.017	0.921967363886018	0.973662192922961	0.0134	0.0286	0.0206	0.0206	TRUE	0.4052
CNAG_06587	2588	1837	1803	1551	972	1940	1516	1845	1692	1820	1786	1589	1707.9	1684	1732	1.028	0.04	0.789293616259284	0.918199237470326	0.0071	0.031	0.0155	0.0155	TRUE	0.0939
CNAG_06588	644	364	444	294	155	469	377	366	417	345	285	384	362.22	387	338	0.88	-0.185	0.326414541178994	0.64584965770929	0.0092	0.0415	0.0227	0.0227	TRUE	0.1922
CNAG_06589	1754	979	1250	879	673	1158	1027	983	1173	1032	1236	949	1066.64	1061	1072	1.008	0.012	0.943839119824238	0.980318393514188	0.0122	0.0327	0.0202	0.0202	TRUE	0.2071
CNAG_06590	907	546	565	412	248	764	531	548	530	483	456	626	529.1	536	522	0.976	-0.035	0.850210343823354	0.94605584110756	0.0125	0.0373	0.0225	0.0225	TRUE	0.368
CNAG_06591	6131	3150	3777	2757	1217	4706	3591	3164	3544	3235	2236	3855	3270.74	3433	3109	0.906	-0.142	0.519182893603504	0.785562679774534	0.0386	0.0297	0.0346	0.0346	TRUE	0.4001
CNAG_06592	3872	2198	2225	2449	1598	2860	2268	2207	2088	2874	2936	2343	2452.56	2188	2718	1.241	0.312	0.0387731452673881	0.246580211685531	0.0075	0.0302	0.016	0.016	TRUE	0.1789
CNAG_06593	770	598	583	428	284	680	451	601	547	502	522	557	529.94	533	527	0.991	-0.012	0.944949961989577	0.980318393514188	0.0109	0.0373	0.021	0.021	TRUE	0.2208
CNAG_06594	16894	10480	9586	10666	7333	12970	9894	10525	8995	12517	13471	10624	11004.48	9805	12204	1.245	0.316	0.0399977672769483	0.251552610715693	0.01	0.0286	0.0169	0.0169	TRUE	0.1572
CNAG_06595	536	396	486	253	137	441	314	398	456	297	252	361	346.25	389	303	0.784	-0.351	0.13175112617851	0.43785030455603	0.0309	0.0421	0.0358	0.0358	TRUE	0.2539
CNAG_06596	550	304	448	199	121	411	322	305	420	234	222	337	306.71	349	264	0.761	-0.394	0.111545206802057	0.411685633197187	0.0393	0.0439	0.0406	0.0406	TRUE	0.6712
CNAG_06597	3688	2116	2415	2037	1231	2879	2160	2125	2266	2390	2261	2358	2260.23	2184	2336	1.07	0.098	0.403319175088185	0.704313306502257	4e-04	0.0303	0.0095	0.0095	TRUE	0.0131
CNAG_06598	54	47	38	17	18	32	32	47	36	20	33	26	32.29	38	26	0.687	-0.542	0.1995830404285	NA	0.0185	0.177	0.0941	0.0941	TRUE	0.2873
CNAG_06599	1031	662	764	432	170	789	604	665	717	507	312	646	575.19	662	488	0.742	-0.431	0.109428138163807	0.410203413483374	0.06	0.0366	0.0503	0.0503	TRUE	0.3902
CNAG_06600	8913	5460	4415	5252	3501	5985	5220	5484	4143	6163	6432	4903	5390.65	4949	5833	1.178	0.237	0.199106521232486	0.525763084395957	0.0198	0.0291	0.0243	0.0243	TRUE	0.2472
CNAG_06601	1692	969	889	1015	723	1325	991	973	834	1191	1328	1085	1067.17	933	1201	1.286	0.363	0.0234954677355916	0.194073171399421	0.0079	0.0327	0.0175	0.0175	TRUE	0.1016
CNAG_06602	10468	3731	3886	5547	5030	5140	6131	3747	3646	6510	9241	4210	5580.79	4508	6654	1.475	0.561	0.0746621922031484	0.345023984558986	0.12	0.0291	0.0712	0.0712	TRUE	0.1636
CNAG_06603	3053	1984	1921	1672	929	2358	1788	1993	1803	1962	1707	1932	1863.91	1861	1867	1.004	0.006	0.964751194497478	0.985946552012372	0.0039	0.0308	0.0131	0.0131	TRUE	0.0657
CNAG_06604	1567	906	1146	756	402	1138	918	910	1075	887	739	932	910.14	968	853	0.883	-0.179	0.287715907498527	0.61255954297369	0.0101	0.0335	0.0192	0.0192	TRUE	0.1541
CNAG_06605	104193	39787	42416	31120	13251	49226	61021	39959	39801	36521	24343	40323	40327.89	46927	33729	0.719	-0.476	0.0623242327882287	0.318075796035081	0.0644	0.0283	0.047	0.047	TRUE	0.8455
CNAG_06606	5827	4266	3702	3244	2414	4130	3413	4284	3474	3807	4435	3383	3799.25	3724	3875	1.04	0.057	0.745821479561214	0.902935804134617	0.017	0.0295	0.0219	0.0219	TRUE	0.2109
CNAG_06607	2041	1527	1554	1115	584	1646	1195	1534	1458	1308	1073	1348	1319.46	1396	1243	0.893	-0.164	0.35343664570876	0.666674441019329	0.0141	0.0319	0.0217	0.0217	TRUE	0.193
CNAG_06608	3476	2179	2312	1337	631	2078	2036	2188	2169	1569	1159	1702	1804	2131	1477	0.694	-0.526	0.00431746609715499	0.0813186461071818	0.0183	0.0309	0.0239	0.0239	TRUE	0.4132
CNAG_06609	12	1	5	4	3	7	7	1	5	5	6	6	4.78	4	6	1.218	0.284	0.782941125251557	NA	0	1.0341	0.5549	0.5549	TRUE	0.397
CNAG_06610	358	266	239	230	108	358	210	267	224	270	198	293	243.77	234	254	1.095	0.132	0.566002463526704	0.814681183412536	0.0219	0.0479	0.0336	0.0336	TRUE	0.3552
CNAG_06611	6998	4733	5232	2410	953	4651	4098	4753	4909	2828	1751	3810	3691.67	4587	2796	0.61	-0.713	0.0088735159332514	0.11690738692807	0.0718	0.0295	0.0531	0.0531	TRUE	0.3608
CNAG_06612	2611	1332	1733	1672	1276	2407	1529	1338	1626	1962	2344	1972	1795.17	1498	2093	1.396	0.481	0.00227905956315592	0.0559684435028866	0.0094	0.0309	0.0173	0.0173	TRUE	0.1307
CNAG_06613	2934	1666	1992	1997	1252	2743	1718	1673	1869	2344	2300	2247	2025.2	1753	2297	1.31	0.389	0.00167862118737347	0.0488197817701204	0.0014	0.0306	0.0105	0.0105	TRUE	0.0399
CNAG_06614	3052	1754	1388	1353	1101	1858	1787	1762	1302	1588	2023	1522	1663.97	1617	1711	1.057	0.079	0.692795881904603	0.877853087112698	0.0265	0.0311	0.0285	0.0285	TRUE	0.3492
CNAG_06616	2739	1499	1565	1533	1184	1747	1604	1505	1469	1799	2175	1431	1663.88	1526	1802	1.179	0.237	0.214646853345711	0.542565383456993	0.0215	0.0311	0.0257	0.0257	TRUE	0.1606
CNAG_06617	2079	1689	1777	1580	1103	2039	1218	1696	1667	1854	2026	1670	1688.67	1527	1850	1.212	0.277	0.142086286441076	0.450790462555923	0.0192	0.0311	0.025	0.025	TRUE	0.3845
CNAG_06620	4951	3386	2933	2186	1243	2938	2900	3401	2752	2565	2284	2407	2717.97	3018	2419	0.802	-0.319	0.0317146377762479	0.223153127858419	0.0075	0.03	0.0154	0.0154	TRUE	0.1493
CNAG_06621	13086	7822	7773	7102	4174	8117	7664	7856	7294	8334	7668	6649	7577.47	7605	7550	0.993	-0.011	0.941319105100836	0.980318393514188	0.007	0.0288	0.0145	0.0145	TRUE	0.1341
CNAG_06622	356	263	330	218	192	320	208	264	310	256	353	262	275.49	261	290	1.11	0.151	0.53094045668256	0.793366444165258	0.0319	0.0457	0.038	0.038	TRUE	0.2867
CNAG_06623	10658	7726	6055	3820	2758	4377	6242	7759	5682	4483	5067	3585	5469.65	6561	4378	0.667	-0.584	0.00329795284520925	0.0685909736699058	0.0277	0.0291	0.0283	0.0283	TRUE	0.3112
CNAG_06624	3638	2220	2382	2048	1204	2793	2131	2230	2235	2403	2212	2288	2249.74	2199	2301	1.047	0.067	0.57664959104885	0.820742366298605	6e-04	0.0303	0.0098	0.0098	TRUE	0.0182
CNAG_06625	7951	5085	4510	4687	3365	4880	4657	5107	4232	5500	6182	3997	4945.84	4665	5226	1.12	0.163	0.415879755911424	0.714199096690275	0.027	0.0292	0.0288	0.0288	TRUE	0.5181
CNAG_06626	7333	4790	5492	3132	1532	4951	4295	4811	5153	3676	2814	4056	4134.03	4753	3515	0.74	-0.434	0.0189772219534024	0.174640881656501	0.0201	0.0294	0.0244	0.0244	TRUE	0.3651
CNAG_06627	4590	2895	3204	2664	1672	3618	2688	2907	3006	3126	3072	2964	2960.61	2867	3054	1.065	0.091	0.455422962171648	0.741237729662496	0.0018	0.0298	0.0104	0.0104	TRUE	0.0368
CNAG_06628	6311	3632	3410	2761	1678	4180	3696	3648	3200	3240	3083	3424	3381.71	3515	3249	0.925	-0.113	0.398789876743605	0.700102656862226	0.004	0.0296	0.0126	0.0126	TRUE	0.0745
CNAG_06629	106	47	71	22	21	46	62	47	67	26	39	38	46.33	59	34	0.577	-0.793	0.029858449342359	NA	0.0115	0.1319	0.0708	0.0708	TRUE	0.296
CNAG_06630	5830	3526	3885	2575	1384	3681	3414	3541	3645	3022	2543	3015	3196.78	3533	2860	0.81	-0.304	0.0266350804957858	0.206571477929203	0.0047	0.0297	0.0132	0.0132	TRUE	0.1118
CNAG_06631	3571	2360	2439	2105	1181	2701	2091	2370	2289	2470	2170	2212	2267.1	2250	2284	1.016	0.022	0.868624562660549	0.952949799413678	0.0041	0.0303	0.0129	0.0129	TRUE	0.0615
CNAG_06632	5308	3457	3246	4006	3587	3568	3109	3472	3046	4701	6590	2923	3973.33	3209	4738	1.476	0.562	0.0435016540911319	0.265543079705428	0.0771	0.0294	0.0555	0.0555	TRUE	0.14
CNAG_06633	80568	34936	46075	32899	17004	45239	47185	35087	43234	38608	31238	37057	38734.87	41835	35634	0.852	-0.231	0.182632615214752	0.504242015260775	0.0168	0.0283	0.0217	0.0217	TRUE	0.2438
CNAG_06634	1507	958	1129	828	496	1122	883	962	1059	972	911	919	951.01	968	934	0.966	-0.05	0.730222598825822	0.89490811775487	0.0042	0.0333	0.0142	0.0142	TRUE	0.0818
CNAG_06635	6486	3939	4029	3074	1710	4405	3799	3956	3781	3607	3141	3608	3648.72	3845	3452	0.898	-0.154	0.227797617769082	0.557916298218484	0.0029	0.0295	0.0115	0.0115	TRUE	0.074
CNAG_06636	434	226	288	130	76	338	254	227	270	153	140	277	220.07	250	190	0.764	-0.389	0.19531388560827	0.519861286547031	0.0695	0.05	0.0599	0.0599	TRUE	1.8168
CNAG_06637	4287	2720	2640	2125	1376	2939	2511	2732	2477	2494	2528	2407	2524.79	2573	2476	0.962	-0.056	0.647138244677559	0.856901221954835	0.0014	0.0301	0.0102	0.0102	TRUE	0.035
CNAG_06638	19134	10567	9411	8667	5299	9828	11206	10613	8831	10171	9735	8051	9767.6	10217	9319	0.912	-0.133	0.429400079318915	0.723380145157815	0.0141	0.0287	0.0203	0.0203	TRUE	0.1738
CNAG_06639	6436	3374	3109	2850	1758	3822	3769	3389	2917	3345	3230	3131	3296.68	3358	3235	0.963	-0.054	0.718051638330034	0.889526479590103	0.0086	0.0297	0.0161	0.0161	TRUE	0.1606
CNAG_06640	15800	10732	8313	9131	7089	9005	9253	10778	7800	10716	13023	7376	9824.53	9277	10372	1.118	0.161	0.503376790212432	0.776530757551675	0.0462	0.0287	0.0414	0.0414	TRUE	0.2783
CNAG_06641	2050	1655	2240	1012	513	1879	1201	1662	2102	1188	942	1539	1438.97	1655	1223	0.74	-0.434	0.102022312153852	0.399394520602294	0.0661	0.0316	0.0499	0.0499	TRUE	0.1492
CNAG_06642	7894	6562	5342	4916	3076	6098	4623	6590	5013	5769	5651	4995	5440.21	5409	5472	1.012	0.017	0.927011572629852	0.975036647880646	0.0204	0.0291	0.0239	0.0239	TRUE	0.4451
CNAG_06643	659	337	483	275	177	523	386	338	453	323	325	428	375.65	392	359	0.917	-0.125	0.558143730948224	0.811924959264939	0.0215	0.041	0.0298	0.0298	TRUE	0.3448
CNAG_06644	13181	8066	6800	15778	9857	17090	7719	8101	6381	18516	18108	13999	12137.42	7400	16874	2.28	1.189	3.1826378215349e-11	2.2579047211667e-08	0.0183	0.0286	0.023	0.023	TRUE	0.2723
CNAG_06645	2797	1195	1885	1268	536	2208	1638	1200	1769	1488	985	1809	1481.4	1536	1427	0.93	-0.104	0.69076872912942	0.877498436690456	0.0643	0.0315	0.0485	0.0485	TRUE	0.3712
CNAG_06646	38259	18843	18379	18970	13050	21458	22407	18924	17246	22262	23974	17577	20398.31	19526	21271	1.089	0.123	0.502575614413852	0.776530757551675	0.0193	0.0284	0.0243	0.0243	TRUE	0.2827
CNAG_06647	2534	1402	1573	1245	620	1893	1484	1408	1476	1461	1139	1551	1419.8	1456	1384	0.952	-0.071	0.672154585677473	0.868133351232657	0.0119	0.0316	0.0196	0.0196	TRUE	0.2774
CNAG_06648	3342	1794	1999	1737	971	2519	1957	1802	1876	2038	1784	2063	1920.07	1878	1962	1.045	0.064	0.634430886433178	0.850185834338826	0.0032	0.0307	0.0125	0.0125	TRUE	0.0737
CNAG_06649	581	546	545	472	382	571	340	548	511	554	702	468	520.57	466	575	1.23	0.298	0.238842779248121	0.5690879851979	0.0501	0.0374	0.0442	0.0442	TRUE	0.5056
CNAG_06650	413	297	445	210	133	391	242	298	418	246	244	320	294.8	319	270	0.851	-0.233	0.37783312826321	0.683805137177041	0.0472	0.0445	0.0466	0.0466	TRUE	0.4803
CNAG_06651	42	22	36	25	21	40	25	22	34	29	39	33	30.19	27	34	1.244	0.315	0.447321563860168	NA	0	0.1874	0.0898	0.0898	TRUE	0.3216
CNAG_06652	446	298	366	140	117	361	261	299	343	164	215	296	263.14	301	225	0.75	-0.414	0.121336738661408	0.424047660839129	0.0469	0.0465	0.0473	0.0473	TRUE	0.513
CNAG_06653	156	60	84	65	40	103	91	60	79	76	73	84	77.43	77	78	1.014	0.021	0.943716846216498	0.980318393514188	0.0151	0.0903	0.0485	0.0485	TRUE	0.3159
CNAG_06654	635	406	497	428	223	608	372	408	466	502	410	498	442.66	415	470	1.136	0.184	0.314371476261052	0.636417842716176	0.0103	0.0391	0.0219	0.0219	TRUE	0.1343
CNAG_06655	927	562	773	517	478	988	543	564	725	607	878	809	687.8	611	765	1.251	0.323	0.131895890230024	0.43785030455603	0.0281	0.0352	0.0317	0.0317	TRUE	0.3854
CNAG_06656	2714	960	1454	1108	579	1677	1589	964	1364	1300	1064	1374	1275.94	1306	1246	0.954	-0.068	0.765343368884117	0.910170268159973	0.0394	0.032	0.0361	0.0361	TRUE	0.4035
CNAG_06657	991	562	678	605	464	735	580	564	636	710	852	602	657.58	593	721	1.211	0.277	0.137204193980873	0.44401864093658	0.0149	0.0355	0.0234	0.0234	TRUE	0.2164
CNAG_06658	1977	1253	1320	1462	1028	2131	1158	1258	1239	1716	1889	1746	1500.78	1218	1784	1.463	0.549	1.95548200432375e-05	0.00201383106413019	0.0015	0.0314	0.0112	0.0112	TRUE	0.031
CNAG_06659	2671	1524	1374	1861	1725	1776	1564	1531	1289	2184	3169	1455	1865.31	1461	2269	1.551	0.633	0.0222599143517369	0.18850073360191	0.0763	0.0308	0.0547	0.0547	TRUE	0.1886
CNAG_06660	881	571	768	516	242	865	516	573	721	606	445	709	594.79	603	587	0.975	-0.036	0.878682868101663	0.956891840529769	0.0393	0.0363	0.0379	0.0379	TRUE	0.3404
CNAG_06661	2360	1540	1714	1070	565	1869	1382	1547	1608	1256	1038	1531	1393.62	1512	1275	0.845	-0.243	0.199981608449728	0.52720172169757	0.0207	0.0317	0.0252	0.0252	TRUE	0.3056
CNAG_06662	17	11	11	5	2	15	10	11	10	6	4	12	8.86	10	7	0.736	-0.443	0.559569769075055	NA	0.014	0.5706	0.2948	0.2948	TRUE	1.2036
CNAG_06663	10081	4172	4735	3311	1869	5049	5904	4190	4443	3886	3434	4136	4332	4846	3819	0.788	-0.344	0.0646580167053962	0.32405136315852	0.0222	0.0293	0.0247	0.0247	TRUE	0.4465
CNAG_06664	2917	1964	1596	1417	1071	1585	1708	1972	1498	1663	1968	1298	1684.53	1726	1643	0.951	-0.073	0.724909484835054	0.893049864215891	0.03	0.0311	0.0305	0.0305	TRUE	0.2496
CNAG_06665	1156	505	616	488	278	789	677	507	578	573	511	646	581.99	587	577	0.983	-0.025	0.894575512195732	0.963865110592263	0.0158	0.0365	0.0242	0.0242	TRUE	0.2157
CNAG_06666	16949	10187	5665	9229	9960	8192	9926	10231	5316	10831	18297	6710	10218.56	8491	11946	1.407	0.492	0.179484386766586	0.500003407288243	0.1733	0.0287	0.0968	0.0968	TRUE	0.3195
CNAG_06667	1112	647	651	597	352	900	651	650	611	701	647	737	666.06	637	695	1.092	0.127	0.374094063736058	0.680615835016363	0.001	0.0354	0.0132	0.0132	TRUE	0.0402
CNAG_06668	24919	15619	9825	11718	9863	9362	14594	15686	9219	13752	18119	7669	13173.18	13166	13180	1.001	0.001	0.996881290195062	0.998601668951282	0.1256	0.0286	0.0746	0.0746	TRUE	0.2925
CNAG_06669	1723	1547	1915	1408	962	1572	1009	1554	1797	1652	1767	1288	1511.17	1453	1569	1.08	0.111	0.657348469929939	0.862029786258962	0.0551	0.0314	0.044	0.044	TRUE	0.6694
CNAG_06670	4626	2879	2555	2799	1861	3305	2709	2891	2397	3285	3419	2707	2901.49	2666	3137	1.176	0.234	0.148399207981419	0.458407809850683	0.0111	0.0299	0.0185	0.0185	TRUE	0.1761
CNAG_06671	4354	2430	2142	2113	1374	2707	2550	2440	2010	2480	2524	2217	2370.27	2333	2407	1.031	0.044	0.780406039804389	0.914963746630742	0.0099	0.0302	0.0173	0.0173	TRUE	0.1781
CNAG_06672	540	267	110	277	337	187	316	268	103	325	619	153	297.5	229	366	1.589	0.668	0.18663567375873	0.50839854316049	0.3556	0.0444	0.1809	0.1809	TRUE	0.2633
CNAG_06673	6790	3190	2879	3248	2155	4167	3977	3204	2702	3812	3959	3413	3510.97	3294	3728	1.131	0.178	0.340600082421581	0.655962525738435	0.0203	0.0296	0.0248	0.0248	TRUE	0.3878
CNAG_06674	1692	985	1037	698	375	1195	991	989	973	819	689	979	906.69	984	829	0.845	-0.244	0.169765321587284	0.485895423786698	0.0137	0.0335	0.0215	0.0215	TRUE	0.2945
CNAG_06675	3785	2284	2241	2662	1790	3597	2217	2294	2103	3124	3288	2946	2662.03	2205	3119	1.414	0.5	6.169785986913e-05	0.00468977184838565	0.0019	0.03	0.0108	0.0108	TRUE	0.0289
CNAG_06676	829	690	860	533	441	823	486	693	807	625	810	674	682.54	662	703	1.063	0.087	0.708707070503233	0.885190658287	0.0402	0.0353	0.038	0.038	TRUE	0.4786
CNAG_06677	0	1	3	1	0	0	0	1	3	1	0	0	0.83	1	0	0.352	-1.505	0.588624916375677	NA	0	5.8029	4.2658	4.2658	TRUE	0.2311
CNAG_06678	2316	1445	1556	1288	771	1587	1356	1451	1460	1512	1416	1300	1415.93	1422	1409	0.99	-0.014	0.918940633899823	0.9727102141423	0.0031	0.0316	0.0126	0.0126	TRUE	0.0576
CNAG_06679	5533	3411	3811	2505	1320	3743	3240	3426	3576	2940	2425	3066	3112.15	3414	2810	0.824	-0.279	0.0635989432617023	0.321265231587001	0.008	0.0298	0.016	0.016	TRUE	0.1711
CNAG_06680	1545	906	1132	1078	726	1226	905	910	1062	1265	1334	1004	1080	959	1201	1.251	0.323	0.0678175233712493	0.330178705432561	0.0134	0.0327	0.0215	0.0215	TRUE	0.2517
CNAG_06681	1405	1066	994	746	440	1093	823	1071	933	875	808	895	900.88	942	859	0.914	-0.129	0.433601148858024	0.726039457838537	0.0094	0.0335	0.0184	0.0184	TRUE	0.1698
CNAG_06683	5403	3059	2886	2796	1695	4097	3164	3072	2708	3281	3114	3356	3115.94	2981	3250	1.09	0.125	0.345672147533905	0.659715839883777	0.0035	0.0298	0.0123	0.0123	TRUE	0.0781
CNAG_06684	734	377	677	262	108	544	430	379	635	307	198	446	399.21	481	317	0.663	-0.594	0.0695706759061282	0.333738330127539	0.1122	0.0402	0.0743	0.0743	TRUE	0.404
CNAG_06685	3635	2126	2620	2129	1218	2731	2129	2135	2458	2498	2238	2237	2282.6	2241	2324	1.038	0.053	0.703908329457688	0.883235145694096	0.0051	0.0303	0.0137	0.0137	TRUE	0.0873
CNAG_06686	2019	1414	1816	1005	716	1489	1182	1420	1704	1179	1315	1220	1336.84	1435	1238	0.863	-0.213	0.244069245568988	0.574836640707483	0.017	0.0318	0.0233	0.0233	TRUE	0.2042
CNAG_06687	6257	3876	3646	3628	2044	4891	3664	3893	3421	4258	3755	4006	3832.9	3659	4006	1.095	0.131	0.31689466490254	0.639195975655376	0.0037	0.0295	0.0121	0.0121	TRUE	0.0393
CNAG_06688	15653	9839	8934	7310	4700	9140	9167	9881	8383	8579	8634	7487	8688.62	9144	8233	0.9	-0.152	0.27924003924314	0.605415161483005	0.0063	0.0288	0.014	0.014	TRUE	0.0772
CNAG_06689	3249	3149	3332	2435	1605	3331	1903	3163	3127	2858	2949	2729	2787.77	2731	2845	1.042	0.06	0.789163975894972	0.918199237470326	0.0397	0.0299	0.0353	0.0353	TRUE	0.86
CNAG_06690	3322	2157	2170	2180	1287	2521	1946	2166	2036	2558	2364	2065	2189.29	2049	2329	1.136	0.184	0.210464611399595	0.538819784998562	0.0065	0.0304	0.0151	0.0151	TRUE	0.1217
