Id	WT30_a	WT30_b	WT30_c	WTST30_a	WTST30_b	WTST30_c	norm.WT30_a	norm.WT30_b	norm.WT30_c	norm.WTST30_a	norm.WTST30_b	norm.WTST30_c	baseMean	WT	WTST30	FoldChange	log2FoldChange	pvalue	padj	dispGeneEst	dispFit	dispMAP	dispersion	betaConv	maxCooks
CNAG_05831	673	464	498	91	93	81	259	309	308	150	176	166	227.76	292	164	0.561	-0.833	2.29313502476855e-05	7.37568868669029e-05	0.0064	0.0349	0.0213	0.0213	TRUE	0.1188
CNAG_03373	2493	1517	1700	381	347	365	959	1009	1051	627	656	747	841.41	1006	677	0.672	-0.574	2.30369759368628e-05	7.40263565311138e-05	0.0027	0.0199	0.0116	0.0116	TRUE	0.0924
CNAG_02790	6692	2617	2389	700	554	478	2574	1741	1477	1152	1047	978	1494.75	1931	1059	0.549	-0.866	2.32707083111582e-05	7.47419858884926e-05	0.0463	0.0174	0.0292	0.0292	TRUE	0.6615
CNAG_01140	3050	1945	2681	547	444	393	1173	1294	1657	900	839	804	1111.27	1375	848	0.617	-0.696	2.37497350044525e-05	7.62083116122985e-05	0.017	0.0185	0.0182	0.0182	TRUE	0.3916
CNAG_01870	7740	5306	5410	1335	1248	1163	2977	3529	3344	2197	2359	2379	2797.67	3283	2312	0.704	-0.506	2.43178568376661e-05	7.7883797631788e-05	0.004	0.016	0.0099	0.0099	TRUE	0.0819
CNAG_04074	18956	11207	11092	3308	2895	2484	7291	7454	6856	5445	5473	5082	6266.75	7200	5333	0.741	-0.433	2.4909018389651e-05	7.9701802467736e-05	0.0015	0.015	0.0074	0.0074	TRUE	0.0213
CNAG_06155	3963	2330	2212	661	524	492	1524	1550	1367	1088	991	1007	1254.39	1480	1029	0.695	-0.525	2.54036541185192e-05	8.11224540803514e-05	0.003	0.018	0.0101	0.0101	TRUE	0.0539
CNAG_06199	8072	4230	4159	1115	1071	990	3105	2813	2571	1835	2025	2026	2395.69	2830	1962	0.693	-0.529	2.547915808642e-05	8.12957883011623e-05	0.0054	0.0163	0.0108	0.0108	TRUE	0.0887
CNAG_06604	1567	906	1146	246	223	198	603	603	708	405	422	405	524.2	638	411	0.644	-0.635	2.56049540677543e-05	8.16587170433746e-05	0.0047	0.0233	0.0137	0.0137	TRUE	0.1111
CNAG_02931	585	347	393	74	70	66	225	231	243	122	132	135	181.31	233	130	0.556	-0.846	2.5684782884231e-05	8.18747759202416e-05	0	0.0402	0.0208	0.0208	TRUE	0.0278
CNAG_00107	12733	4930	4170	1042	1008	1032	4897	3279	2577	1715	1906	2111	2747.64	3584	1911	0.533	-0.908	2.63966436605394e-05	8.40648750411068e-05	0.0599	0.016	0.0331	0.0331	TRUE	0.3793
CNAG_04441	63375	32098	32171	8957	8698	7174	24375	21348	19885	14743	16444	14678	18578.74	21869	15288	0.699	-0.517	2.65207358651513e-05	8.43619887430693e-05	0.0075	0.0145	0.0108	0.0108	TRUE	0.1231
CNAG_00135	1348	1166	1327	269	183	167	518	776	820	443	346	342	540.76	705	377	0.536	-0.9	2.71243372857648e-05	8.6179856439582e-05	0.0398	0.023	0.0303	0.0303	TRUE	0.6527
CNAG_01943	4609	2285	2780	672	628	582	1773	1520	1718	1106	1187	1191	1415.81	1670	1161	0.695	-0.525	2.71749011900239e-05	8.63000493743166e-05	0.0039	0.0176	0.0103	0.0103	TRUE	0.075
CNAG_01279	2970	1292	1773	404	304	335	1142	859	1096	665	575	685	837.1	1032	642	0.621	-0.687	2.7325860188413e-05	8.67388077268734e-05	0.0151	0.0199	0.0176	0.0176	TRUE	0.2581
CNAG_00673	6558	4093	4743	1230	1019	897	2522	2722	2932	2024	1926	1835	2327.07	2725	1928	0.708	-0.498	2.75285117029733e-05	8.73002919097098e-05	0.0034	0.0163	0.0096	0.0096	TRUE	0.0535
CNAG_02267	3617	1205	1237	247	229	289	1391	801	765	407	433	591	731.32	986	477	0.483	-1.05	2.78467099392691e-05	8.82680791667103e-05	0.0832	0.0207	0.043	0.043	TRUE	1.5742
CNAG_02812	7794	4115	4579	1244	1126	1030	2998	2737	2830	2048	2129	2107	2474.75	2855	2095	0.733	-0.447	2.79426121512474e-05	8.85306603782159e-05	0.0012	0.0162	0.0077	0.0077	TRUE	0.0235
CNAG_03592	5299	3964	3991	957	885	744	2038	2636	2467	1575	1673	1522	1985.31	2380	1590	0.668	-0.581	2.93138378377155e-05	9.26153282173418e-05	0.0088	0.0167	0.0132	0.0132	TRUE	0.1943
CNAG_04639	6737	3498	3605	1020	926	799	2591	2327	2228	1679	1751	1635	2035.02	2382	1688	0.709	-0.497	2.94479029442429e-05	9.29955443863627e-05	0.0036	0.0166	0.0095	0.0095	TRUE	0.0725
CNAG_08002	5529	3031	3097	857	725	748	2127	2016	1914	1411	1371	1530	1728.05	2019	1437	0.711	-0.491	2.97475194452536e-05	9.38979689243054e-05	0.0022	0.017	0.0092	0.0092	TRUE	0.0375
CNAG_06122	2429	1517	1623	431	350	328	934	1009	1003	709	662	671	831.42	982	681	0.694	-0.528	2.98335174819287e-05	9.39943040330224e-05	0	0.0199	0.0099	0.0099	TRUE	0.0225
CNAG_06983	3462	2297	2236	586	528	491	1332	1528	1382	965	998	1005	1201.44	1414	989	0.7	-0.515	2.98185289071915e-05	9.39943040330224e-05	0.0028	0.0182	0.0098	0.0098	TRUE	0.0599
CNAG_03714	4266	2894	3195	800	641	623	1641	1925	1975	1317	1212	1275	1557.27	1847	1268	0.687	-0.542	2.99811753285984e-05	9.4415625093825e-05	0.0058	0.0173	0.0113	0.0113	TRUE	0.1172
CNAG_02738	2495	1790	2517	452	367	346	960	1191	1556	744	694	708	975.27	1236	715	0.579	-0.787	3.09644784411317e-05	9.73764595803014e-05	0.0286	0.0191	0.0242	0.0242	TRUE	0.2219
CNAG_05415	3382	2904	3239	656	543	488	1301	1931	2002	1080	1027	998	1389.83	1745	1035	0.594	-0.752	3.10302065413396e-05	9.7537898761901e-05	0.0282	0.0177	0.0225	0.0225	TRUE	0.6071
CNAG_01183	2780	1946	1757	480	411	361	1069	1294	1086	790	777	739	959.19	1150	769	0.669	-0.58	3.13499853225971e-05	9.84973808675199e-05	0.0063	0.0192	0.0125	0.0125	TRUE	0.145
CNAG_02139	10937	6440	6165	1826	1630	1411	4206	4283	3811	3005	3082	2887	3545.71	4100	2991	0.73	-0.455	3.15553598871446e-05	9.90966978476269e-05	0.002	0.0156	0.0082	0.0082	TRUE	0.0464
CNAG_00410	9603	4700	4470	1138	1083	1120	3693	3126	2763	1873	2047	2291	2632.39	3194	2070	0.648	-0.626	3.18255704560354e-05	9.98989768321222e-05	0.0153	0.0161	0.0158	0.0158	TRUE	0.2291
CNAG_02259	2645	1443	1749	448	369	324	1017	960	1081	737	698	663	859.33	1019	699	0.686	-0.543	3.24457120425019e-05	0.00010179842153335	0.0022	0.0198	0.0107	0.0107	TRUE	0.0334
CNAG_01574	18670	7741	5694	1705	1614	1191	7181	5149	3519	2806	3051	2437	4023.85	5283	2765	0.523	-0.934	3.32999945273955e-05	0.00010438208275308	0.0661	0.0155	0.0361	0.0361	TRUE	0.1449
CNAG_02400	6596	2971	3146	751	683	760	2537	1976	1945	1236	1291	1555	1756.62	2153	1361	0.632	-0.663	3.39970591756108e-05	0.000106370300107624	0.0189	0.017	0.0176	0.0176	TRUE	0.2988
CNAG_02434	4360	1972	2178	505	503	491	1677	1312	1346	831	951	1005	1186.9	1445	929	0.642	-0.639	3.39843588614626e-05	0.000106370300107624	0.013	0.0183	0.016	0.016	TRUE	0.2415
CNAG_06093	6977	3941	3886	1125	983	930	2683	2621	2402	1852	1858	1903	2219.89	2569	1871	0.728	-0.458	3.42984963433314e-05	0.000107263917729006	0.0018	0.0164	0.0082	0.0082	TRUE	0.0393
CNAG_07681	1045	580	656	153	131	125	402	386	405	252	248	256	324.73	398	252	0.633	-0.66	3.44945086040078e-05	0.000107827160889927	0	0.0288	0.0139	0.0139	TRUE	0.008
CNAG_03545	1879	912	712	191	180	156	723	607	440	314	340	319	457.2	590	324	0.55	-0.863	3.57551370020283e-05	0.000111613341069897	0.0323	0.0246	0.0281	0.0281	TRUE	0.185
CNAG_03235	3259	1755	1897	484	405	445	1253	1167	1173	797	766	910	1011	1198	824	0.687	-0.541	3.61991483186794e-05	0.000112895365004919	0.0025	0.0189	0.011	0.011	TRUE	0.0948
CNAG_03156	3327	1706	1660	458	404	386	1280	1135	1026	754	764	790	957.95	1147	769	0.67	-0.578	3.68762680480669e-05	0.000114901364855977	0.0067	0.0192	0.0127	0.0127	TRUE	0.1261
CNAG_02896	9963	7537	6610	1748	1601	1389	3832	5013	4086	2877	3027	2842	3612.69	4310	2915	0.677	-0.564	3.71559328688255e-05	0.000115560237288679	0.0105	0.0156	0.0131	0.0131	TRUE	0.248
CNAG_06621	13086	7822	7773	2244	2057	1773	5033	5202	4805	3693	3889	3628	4374.96	5013	3737	0.745	-0.424	3.72935201004241e-05	0.000115934947578245	0.0011	0.0154	0.0073	0.0073	TRUE	0.0162
CNAG_01644	3981	2773	2975	732	621	591	1531	1844	1839	1205	1174	1209	1467.06	1738	1196	0.688	-0.539	3.73917876086075e-05	0.000116187136461959	0.0059	0.0175	0.0114	0.0114	TRUE	0.1335
CNAG_07796	3209	675	649	141	137	128	1234	449	401	232	259	262	472.88	695	251	0.361	-1.471	3.76165874998159e-05	0.000116832086840629	0.2003	0.0242	0.0877	0.0877	TRUE	5.5784
CNAG_02496	2515	1623	1798	438	346	372	967	1079	1111	721	654	761	882.38	1052	712	0.677	-0.564	3.77610242246527e-05	0.000117226963431274	0.0043	0.0196	0.0119	0.0119	TRUE	0.0621
CNAG_02816	10088	7290	7308	1852	1650	1525	3880	4849	4517	3048	3119	3120	3755.57	4415	3096	0.701	-0.512	3.89858148892802e-05	0.000120918474830504	0.0059	0.0155	0.0108	0.0108	TRUE	0.138
CNAG_02401	2403	1672	1458	411	321	315	924	1112	901	676	607	644	810.88	979	642	0.657	-0.606	3.94525632158538e-05	0.000122310165102398	0.0079	0.0201	0.014	0.014	TRUE	0.1685
CNAG_04014	12603	6189	6130	1680	1582	1465	4847	4116	3789	2765	2991	2997	3584.31	4251	2918	0.686	-0.543	3.9694368924548e-05	0.000123003538272365	0.0087	0.0156	0.0122	0.0122	TRUE	0.1847
CNAG_02197	3591	1869	2204	598	482	446	1381	1243	1362	984	911	913	1132.42	1329	936	0.705	-0.505	4.03608869268208e-05	0.000124854082254486	0.002	0.0184	0.0097	0.0097	TRUE	0.0383
CNAG_00254	4209	1738	1583	342	350	398	1619	1156	978	563	662	814	965.35	1251	680	0.542	-0.883	4.0883674871274e-05	0.000126349688763734	0.0506	0.0192	0.0318	0.0318	TRUE	0.4764
CNAG_02501	4233	1968	2253	585	517	489	1628	1309	1393	963	977	1000	1211.72	1443	980	0.679	-0.559	4.08860657309824e-05	0.000126349688763734	0.0068	0.0182	0.0123	0.0123	TRUE	0.154
CNAG_01490	756	399	490	100	91	83	291	265	303	165	172	170	227.58	286	169	0.589	-0.764	4.09751321777768e-05	0.000126567215482586	0	0.0349	0.0185	0.0185	TRUE	0.0462
CNAG_05865	10166	4826	5753	1346	1271	1312	3910	3210	3556	2215	2403	2684	2996.38	3559	2434	0.684	-0.549	4.14201660883452e-05	0.000127709038025803	0.009	0.0159	0.0125	0.0125	TRUE	0.0966
CNAG_05122	3611	2350	2518	626	565	534	1389	1563	1556	1030	1068	1093	1283.21	1503	1064	0.708	-0.498	4.15982148148894e-05	0.000128199682492272	0.0026	0.018	0.0096	0.0096	TRUE	0.0542
CNAG_03926	4680	2634	2803	760	663	659	1800	1752	1733	1251	1253	1348	1522.84	1762	1284	0.729	-0.457	4.22021071454556e-05	0.00012982463918509	2e-04	0.0174	0.0081	0.0081	TRUE	0.0221
CNAG_05150	4533	2750	2805	739	645	669	1743	1829	1734	1216	1219	1369	1518.46	1769	1268	0.717	-0.481	4.28832309592683e-05	0.000131800297601343	0.0011	0.0174	0.0091	0.0091	TRUE	0.056
CNAG_00563	3348	3091	2718	607	454	528	1288	2056	1680	999	858	1080	1326.86	1675	979	0.585	-0.773	4.37602685305085e-05	0.000134434877530035	0.0317	0.0178	0.0247	0.0247	TRUE	0.1233
CNAG_00117	5688	3264	3175	932	807	748	2188	2171	1962	1534	1526	1530	1818.52	2107	1530	0.726	-0.462	4.41031357749289e-05	0.00013542680160702	0.0019	0.0169	0.0085	0.0085	TRUE	0.0437
CNAG_01556	2316	764	822	199	158	166	891	508	508	328	299	340	478.81	636	322	0.506	-0.983	4.44459529332667e-05	0.000136294218565045	0.059	0.0241	0.0385	0.0385	TRUE	1.4935
CNAG_07514	7659	5308	4670	1337	1181	1019	2946	3530	2887	2201	2233	2085	2646.8	3121	2173	0.696	-0.522	4.45160271719146e-05	0.000136447361440102	0.0066	0.0161	0.0113	0.0113	TRUE	0.1601
CNAG_02021	2285	1752	2241	430	343	330	879	1165	1385	708	648	675	910.11	1143	677	0.593	-0.754	4.46690277331473e-05	0.00013685443080811	0.0271	0.0195	0.023	0.023	TRUE	0.1707
CNAG_00764	2263	1321	1761	393	321	290	870	879	1088	647	607	593	780.75	946	616	0.652	-0.618	4.47072494118645e-05	0.000136909638167287	0.0092	0.0203	0.0147	0.0147	TRUE	0.2092
CNAG_00415	808	564	634	136	112	96	311	375	392	224	212	196	284.96	359	211	0.588	-0.766	4.47773464594793e-05	0.000137062365382065	0.0091	0.0308	0.0202	0.0202	TRUE	0.1706
CNAG_00050	1887	1444	1276	329	255	263	726	960	789	542	482	538	672.76	825	521	0.632	-0.663	4.61132108381331e-05	0.000140863996344061	0.0124	0.0213	0.017	0.017	TRUE	0.2469
CNAG_06747	35968	13335	14896	3278	3107	3540	13834	8869	9207	5395	5874	7243	8403.68	10637	6171	0.58	-0.786	4.61232415357049e-05	0.000140863996344061	0.0459	0.0149	0.0266	0.0266	TRUE	0.8465
CNAG_02345	1953	1120	1129	292	246	262	751	745	698	481	465	536	612.6	731	494	0.675	-0.568	4.64134091297582e-05	0.000141686339492059	9e-04	0.022	0.0117	0.0117	TRUE	0.0602
CNAG_06024	1493	719	895	212	156	176	574	478	553	349	295	360	434.93	535	335	0.625	-0.679	4.77792974433846e-05	0.000145790319123736	0.0072	0.0251	0.0168	0.0168	TRUE	0.1147
CNAG_03190	9954	6257	6003	1758	1565	1330	3828	4162	3710	2894	2959	2721	3378.97	3900	2858	0.733	-0.448	4.82668486567382e-05	0.000147079331540789	0.0023	0.0157	0.0084	0.0084	TRUE	0.0418
CNAG_00064	3633	2589	3377	660	485	564	1397	1722	2087	1086	917	1154	1393.95	1735	1052	0.607	-0.721	4.84330243370653e-05	0.000147519373452715	0.0254	0.0177	0.0217	0.0217	TRUE	0.1399
CNAG_04806	10608	5488	5621	1550	1360	1394	4080	3650	3474	2551	2571	2852	3196.47	3735	2658	0.711	-0.491	4.88523835674184e-05	0.00014872983083396	0.005	0.0158	0.0101	0.0101	TRUE	0.0802
CNAG_01333	1114	743	880	188	158	148	428	494	544	309	299	303	396.25	489	304	0.622	-0.685	4.94772755471227e-05	0.00015056465935467	0.0079	0.0262	0.0169	0.0169	TRUE	0.1436
CNAG_05096	4688	2248	2173	573	499	540	1803	1495	1343	943	943	1105	1272.11	1547	997	0.644	-0.635	5.02723310378488e-05	0.000152778290333409	0.0146	0.018	0.0166	0.0166	TRUE	0.2565
CNAG_02833	6231	3729	4884	1078	894	931	2397	2480	3019	1774	1690	1905	2210.79	2632	1790	0.68	-0.556	5.11225946574294e-05	0.000155153526194984	0.0094	0.0164	0.013	0.013	TRUE	0.2013
CNAG_00140	6598	2801	3019	752	675	710	2538	1863	1866	1238	1276	1453	1705.53	2089	1322	0.632	-0.661	5.11615340981344e-05	0.000155202200798146	0.0201	0.0171	0.0184	0.0184	TRUE	0.4322
CNAG_04471	1263	673	495	112	122	117	486	448	306	184	231	239	315.62	413	218	0.526	-0.926	5.12577518915564e-05	0.000155424512111444	0.0372	0.0292	0.0327	0.0327	TRUE	0.6056
CNAG_00990	15463	6839	7606	2074	1832	1696	5947	4549	4701	3414	3463	3470	4257.38	5066	3449	0.681	-0.555	5.16871547645446e-05	0.000156656461466601	0.0111	0.0154	0.0132	0.0132	TRUE	0.2839
CNAG_02090	2595	2009	2033	497	368	381	998	1336	1257	818	696	780	980.69	1197	765	0.639	-0.645	5.35140583058737e-05	0.000161831670298485	0.0147	0.0191	0.0169	0.0169	TRUE	0.2592
CNAG_04621	12522	7616	5193	1373	1440	1370	4816	5065	3210	2260	2722	2803	3479.42	4364	2595	0.595	-0.75	5.40021832277979e-05	0.000163234966875462	0.0325	0.0156	0.0245	0.0245	TRUE	0.6527
CNAG_06997	2948	1805	2137	494	463	419	1134	1201	1321	813	875	857	1033.48	1219	848	0.696	-0.522	5.40986758277563e-05	0.000163453734322204	0.0036	0.0188	0.0107	0.0107	TRUE	0.0655
CNAG_01949	1426	820	850	211	198	176	548	545	525	347	374	360	450.16	539	360	0.668	-0.583	5.43902514984289e-05	0.000164261468094854	0	0.0247	0.0119	0.0119	TRUE	0.0123
CNAG_05568	2420	1664	1868	447	361	351	931	1107	1155	736	682	718	888.08	1064	712	0.67	-0.578	5.50823275652015e-05	0.000165981740288737	0.0073	0.0196	0.0132	0.0132	TRUE	0.1478
CNAG_06283	1484	1025	1114	260	227	197	571	682	689	428	429	403	533.54	647	420	0.65	-0.621	5.51747882262572e-05	0.000166186462137487	0.0062	0.0231	0.0145	0.0145	TRUE	0.1308
CNAG_01211	9792	4826	5401	1366	1256	1288	3766	3210	3338	2248	2375	2635	2928.72	3438	2419	0.703	-0.508	5.52957387720847e-05	0.000166476775503518	0.0064	0.0159	0.011	0.011	TRUE	0.0854
CNAG_05007	3349	1924	2200	590	504	438	1288	1280	1360	971	953	896	1124.6	1309	940	0.718	-0.477	5.57814242357044e-05	0.00016778992989142	5e-04	0.0185	0.0089	0.0089	TRUE	0.0191
CNAG_02795	3116	1357	1662	401	387	266	1198	903	1027	660	732	544	844.03	1043	645	0.619	-0.692	5.62876060303573e-05	0.000169237402869446	0.019	0.0199	0.0196	0.0196	TRUE	0.1941
CNAG_00649	13703	8467	8553	2453	2234	1891	5270	5631	5287	4037	4223	3869	4719.71	5396	4043	0.749	-0.416	5.63661133408588e-05	0.000169398292732151	0.0014	0.0153	0.0074	0.0074	TRUE	0.0183
CNAG_04840	8935	6246	6384	1548	1375	1430	3436	4154	3946	2548	2600	2926	3268.3	3845	2691	0.7	-0.515	5.67756899489421e-05	0.000170553568609921	0.007	0.0157	0.0114	0.0114	TRUE	0.1063
CNAG_02373	5029	3215	2415	686	631	605	1934	2138	1493	1129	1193	1238	1520.85	1855	1187	0.639	-0.645	5.7051567297847e-05	0.000171306367557603	0.0178	0.0174	0.0176	0.0176	TRUE	0.3535
CNAG_06077	6937	4454	5020	1328	1099	998	2668	2962	3103	2186	2078	2042	2506.44	2911	2102	0.722	-0.469	5.7828090619383e-05	0.000173484271858149	0.0036	0.0162	0.0093	0.0093	TRUE	0.0656
CNAG_05816	2043	916	1127	281	222	224	786	609	697	463	420	458	572.02	697	447	0.64	-0.643	5.84312739373192e-05	0.000175061336637141	0.0094	0.0225	0.016	0.016	TRUE	0.1319
CNAG_02237	14290	11048	9722	2666	2246	2065	5496	7348	6009	4388	4246	4225	5285.41	6284	4286	0.682	-0.552	5.8560289518896e-05	0.000175370341170817	0.0115	0.0152	0.0133	0.0133	TRUE	0.2677
CNAG_03769	37718	22668	20659	6360	5194	5190	14507	15077	12769	10468	9820	10619	12209.81	14118	10302	0.73	-0.455	6.03263227198125e-05	0.000180419898090101	0.0043	0.0147	0.0091	0.0091	TRUE	0.0853
CNAG_01583	3782	2102	2131	549	535	504	1455	1398	1317	904	1011	1031	1186.01	1390	982	0.706	-0.503	6.08082440913247e-05	0.000181780974947908	0.0024	0.0183	0.0102	0.0102	TRUE	0.0585
CNAG_00861	351	238	226	41	37	37	135	158	140	67	70	76	107.69	144	71	0.492	-1.023	6.09445678353215e-05	0.000182108172936497	0	0.0579	0.032	0.032	TRUE	0.0776
CNAG_01878	2656	1946	2303	514	414	367	1022	1294	1423	846	783	751	1019.81	1246	793	0.637	-0.65	6.15361737594351e-05	0.000183731841772918	0.0162	0.0189	0.0176	0.0176	TRUE	0.3058
CNAG_04493	1676	946	925	250	201	212	645	629	572	411	380	434	511.79	615	408	0.663	-0.592	6.25169570422818e-05	0.000186401828412696	0.0024	0.0235	0.013	0.013	TRUE	0.0454
CNAG_07627	1261	879	1095	214	199	160	485	585	677	352	376	327	467.04	582	352	0.605	-0.724	6.25190137202387e-05	0.000186401828412696	0.0162	0.0244	0.0205	0.0205	TRUE	0.1362
CNAG_00734	3578	1116	1240	314	265	230	1376	742	766	517	501	471	728.87	961	496	0.516	-0.956	6.26955660245366e-05	0.000186846020645684	0.0686	0.0207	0.0389	0.0389	TRUE	1.7292
CNAG_00822	6157	3154	4062	982	925	726	2368	2098	2511	1616	1749	1485	1971.16	2326	1617	0.695	-0.524	6.28690001563308e-05	0.000187280533652507	0.0066	0.0167	0.0117	0.0117	TRUE	0.0888
CNAG_07473	14243	8988	8360	2434	2173	2034	5478	5978	5167	4006	4108	4161	4816.52	5541	4092	0.738	-0.437	6.32311579099374e-05	0.000188276606834642	0.0026	0.0153	0.0083	0.0083	TRUE	0.0579
CNAG_01229	1624	955	1096	264	231	220	625	635	677	435	437	450	543.1	646	441	0.682	-0.552	6.45459882739777e-05	0.000191938640865619	0	0.0229	0.0112	0.0112	TRUE	0.022
CNAG_04601	34908	14314	15769	4140	4029	3247	13426	9520	9747	6814	7617	6643	8961.25	10898	7025	0.645	-0.634	6.47867184107672e-05	0.000192569995907794	0.0228	0.0148	0.018	0.018	TRUE	0.5045
CNAG_07736	510	204	209	42	31	38	196	136	129	69	59	78	111.08	154	69	0.444	-1.172	6.64850663627399e-05	0.000197272020464224	0.035	0.0566	0.0469	0.0469	TRUE	0.6854
CNAG_05846	1597	952	1062	272	226	207	614	633	656	448	427	424	533.72	634	433	0.683	-0.551	6.66908540112215e-05	0.000197796025222778	0	0.0231	0.0112	0.0112	TRUE	0.0108
CNAG_03950	9069	5791	5813	1659	1466	1306	3488	3852	3593	2731	2772	2672	3184.47	3644	2725	0.748	-0.419	6.97672980659097e-05	0.000206739387403878	0.0014	0.0158	0.0076	0.0076	TRUE	0.0302
CNAG_00450	9558	5028	5195	1358	1393	1189	3676	3344	3211	2235	2634	2433	2922.11	3410	2434	0.713	-0.487	7.00856547636139e-05	0.000207591994026666	0.0053	0.0159	0.0104	0.0104	TRUE	0.0622
CNAG_01863	8088	5483	5078	1444	1243	1184	3111	3647	3139	2377	2350	2422	2840.88	3299	2383	0.723	-0.469	7.07714717237435e-05	0.000209348871179315	0.0038	0.0159	0.0096	0.0096	TRUE	0.1035
CNAG_03416	2614	1650	1893	418	431	357	1005	1097	1170	688	815	730	917.68	1091	744	0.682	-0.551	7.10800568966135e-05	0.000210086847463135	0.0049	0.0194	0.0124	0.0124	TRUE	0.0793
CNAG_00259	2377	1684	2273	457	340	333	914	1120	1405	752	643	681	919.25	1146	692	0.604	-0.727	7.22253249445756e-05	0.000213277136012805	0.0246	0.0194	0.0226	0.0226	TRUE	0.1878
CNAG_04298	2488	1480	1905	438	371	333	957	984	1177	721	701	681	870.39	1039	701	0.675	-0.567	7.29315073310378e-05	0.000215174934776858	0.007	0.0197	0.0131	0.0131	TRUE	0.1622
CNAG_00061	83194	44078	43021	12239	12082	9747	31997	29316	26591	20144	22842	19942	25138.87	29301	20976	0.716	-0.482	7.32514693449843e-05	0.000216024894582662	0.0072	0.0145	0.0106	0.0106	TRUE	0.0802
CNAG_06369	1727	1225	1463	301	253	261	664	815	904	495	478	534	648.5	794	502	0.633	-0.66	7.35986136056924e-05	0.000216954242890725	0.0138	0.0215	0.0178	0.0178	TRUE	0.2524
CNAG_05434	6124	4685	4926	1198	1016	898	2355	3116	3045	1972	1921	1837	2374.34	2839	1910	0.673	-0.571	7.36672010827669e-05	0.000217062009451266	0.0109	0.0163	0.0144	0.0144	TRUE	0.2722
CNAG_01353	986	553	677	163	115	114	379	368	418	268	217	233	314.07	388	239	0.618	-0.694	7.45991061271326e-05	0.000219426277006761	0.0032	0.0293	0.0175	0.0175	TRUE	0.1185
CNAG_01532	2818	1530	1564	428	385	360	1084	1018	967	704	728	737	872.84	1023	723	0.706	-0.502	7.58436814405331e-05	0.000222990294630149	0.0018	0.0197	0.01	0.01	TRUE	0.0337
CNAG_00278	1967	1110	1446	320	277	268	757	738	894	527	524	548	664.54	796	533	0.669	-0.579	7.69967922774168e-05	0.00022628242032266	0.0059	0.0214	0.0134	0.0134	TRUE	0.1372
CNAG_05788	3574	1837	2018	509	495	457	1375	1222	1247	838	936	935	1092.05	1281	903	0.704	-0.507	7.73889419132593e-05	0.000227336306608651	0.0032	0.0186	0.0106	0.0106	TRUE	0.0499
CNAG_05844	2493	2317	2699	514	385	381	959	1541	1668	846	728	780	1086.92	1389	785	0.565	-0.823	7.75198818021169e-05	0.000227622287249977	0.0449	0.0186	0.0299	0.0299	TRUE	0.8989
CNAG_01200	1014	632	711	170	138	127	390	420	439	280	261	260	341.73	416	267	0.642	-0.64	7.93150739156548e-05	0.000232490595123872	0	0.028	0.0148	0.0148	TRUE	0.0385
CNAG_05600	6882	3972	4468	1186	1111	964	2647	2642	2762	1952	2100	1972	2345.86	2684	2008	0.748	-0.418	7.94776139710461e-05	0.000232866316421003	5e-04	0.0163	0.0075	0.0075	TRUE	0.0193
CNAG_05307	3457	1900	2319	590	470	485	1330	1264	1433	971	889	992	1146.44	1342	951	0.708	-0.498	8.02490218832692e-05	0.000235024901168071	0.0028	0.0184	0.0103	0.0103	TRUE	0.0424
CNAG_01916	2704	1489	1583	417	388	356	1040	990	978	686	734	728	859.5	1003	716	0.713	-0.487	8.26933425822726e-05	0.000241974431209007	0	0.0198	0.0095	0.0095	TRUE	0.0157
CNAG_00966	3984	2759	2959	748	651	579	1532	1835	1829	1231	1231	1185	1473.8	1732	1216	0.702	-0.51	8.3565067227828e-05	0.000244419706777294	0.0056	0.0175	0.0112	0.0112	TRUE	0.1253
CNAG_04022	5204	2868	2929	870	753	620	2002	1908	1810	1432	1424	1269	1640.58	1907	1375	0.721	-0.471	8.37622705246844e-05	0.000244890814213023	0.0026	0.0172	0.0095	0.0095	TRUE	0.0532
CNAG_05537	1282	763	1068	216	165	169	493	507	660	356	312	346	445.65	553	338	0.611	-0.711	8.44744135695216e-05	0.000246866365140426	0.0155	0.0248	0.0203	0.0203	TRUE	0.337
CNAG_03761	7863	5137	5065	1444	1284	1095	3024	3417	3131	2377	2427	2240	2769.34	3191	2348	0.736	-0.442	8.6227249200049e-05	0.000251880201650316	0.0023	0.016	0.0086	0.0086	TRUE	0.0467
CNAG_01144	3519	2510	2860	637	550	553	1353	1669	1768	1048	1040	1131	1335.05	1597	1073	0.672	-0.573	8.64420265036654e-05	0.000252398799489591	0.0108	0.0178	0.0143	0.0143	TRUE	0.2185
CNAG_01053	5180	3524	3524	1003	779	740	1992	2344	2178	1651	1473	1514	1858.65	2171	1546	0.712	-0.489	8.67806915661593e-05	0.000253254778788242	0.0043	0.0168	0.0105	0.0105	TRUE	0.064
CNAG_04444	10565	7028	6272	1877	1602	1470	4063	4674	3877	3089	3029	3008	3623.35	4205	3042	0.724	-0.467	8.70195143656221e-05	0.000253756991762402	0.0046	0.0156	0.0098	0.0098	TRUE	0.1161
CNAG_07393	121	73	80	9	6	6	47	49	49	15	11	12	30.5	48	13	0.267	-1.903	8.74386191988113e-05	0.000254759897811842	0	0.1684	0.0919	0.0919	TRUE	0.0584
