Id	WT30_a	WT30_b	WT30_c	SDS_a	SDS_b	SDS_c	norm.WT30_a	norm.WT30_b	norm.WT30_c	norm.SDS_a	norm.SDS_b	norm.SDS_c	baseMean	WT	SDS	FoldChange	log2FoldChange	pvalue	padj	dispGeneEst	dispFit	dispMAP	dispersion	betaConv	maxCooks
CNAG_00742	3974	2496	2761	3216	4365	3180	2818	3037	3124	3537	3473	3779	3294.58	2993	3596	1.202	0.265	0.00738098268743032	0.0368072239604062	0.0019	0.0162	0.0067	0.0067	TRUE	0.0323
CNAG_06760	1157	706	839	1038	1296	936	820	859	949	1142	1031	1112	985.62	876	1095	1.25	0.322	0.00759239616014086	0.037667615770355	0.0032	0.0199	0.0094	0.0094	TRUE	0.0631
CNAG_03929	1083	562	644	810	1194	732	768	684	729	891	950	870	815.18	727	904	1.242	0.313	0.00787769198472002	0.0387429347645911	0.0016	0.0211	0.0087	0.0087	TRUE	0.0312
CNAG_04333	277	184	240	303	425	252	196	224	272	333	338	299	277.11	231	323	1.409	0.495	0.00789828892839428	0.038816083704616	0.0115	0.0337	0.0213	0.0213	TRUE	0.2647
CNAG_00165	4453	2486	2588	3390	4405	2989	3158	3025	2928	3729	3504	3552	3315.91	3037	3595	1.183	0.243	0.00791315665691435	0.0388609909103498	0.001	0.0162	0.0057	0.0057	TRUE	0.015
CNAG_00015	439	321	431	500	763	453	311	391	488	550	607	538	480.8	397	565	1.43	0.516	0.00802142653417169	0.0392709290809589	0.0237	0.0256	0.0251	0.0251	TRUE	0.3557
CNAG_05763	652	450	531	605	908	608	462	547	601	665	722	722	620.16	537	703	1.314	0.393	0.00823906443796696	0.0400740795557361	0.0082	0.0231	0.0143	0.0143	TRUE	0.1825
CNAG_07735	2515	1450	1904	2035	3086	2114	1783	1764	2154	2238	2455	2512	2151.22	1900	2402	1.264	0.338	0.00824289899443407	0.0400740795557361	0.0078	0.017	0.0113	0.0113	TRUE	0.1637
CNAG_02151	4702	2543	2334	3353	4950	3146	3334	3094	2641	3688	3938	3738	3405.57	3023	3788	1.253	0.325	0.00829910026093845	0.0403184082877397	0.0069	0.0161	0.0106	0.0106	TRUE	0.1483
CNAG_01580	3223	1872	1747	2492	3223	2258	2286	2278	1977	2741	2564	2683	2421.33	2180	2663	1.221	0.288	0.00833004904939197	0.0404397943113646	0.0032	0.0168	0.0082	0.0082	TRUE	0.0799
CNAG_06584	1322	581	645	901	1406	877	937	707	730	991	1119	1042	920.97	791	1051	1.325	0.406	0.00866079465686199	0.041687373571922	0.0131	0.0203	0.0161	0.0161	TRUE	0.3181
CNAG_01915	13897	8219	7511	10982	13902	9618	9855	10000	8499	12080	11060	11428	10486.8	9451	11523	1.219	0.286	0.00871628866497282	0.0418861992899876	0.0047	0.0151	0.0085	0.0085	TRUE	0.0948
CNAG_04324	1270	865	888	1159	1456	1044	901	1052	1005	1275	1158	1241	1105.24	986	1225	1.243	0.314	0.00871515653012286	0.0418861992899876	0.0036	0.0194	0.0094	0.0094	TRUE	0.0712
CNAG_00104	13344	7356	8262	10141	12933	9399	9463	8950	9348	11155	10289	11168	10062.04	9254	10871	1.175	0.232	0.00891730542388447	0.0427400462083283	0.0013	0.0151	0.0056	0.0056	TRUE	0.0269
CNAG_06349	123	70	94	163	170	105	87	85	106	179	135	125	119.67	93	146	1.577	0.658	0.00893503544107044	0.0427947813286297	0.0182	0.0588	0.0367	0.0367	TRUE	0.3906
CNAG_04770	1851	1055	1402	1550	2159	1573	1313	1284	1586	1705	1718	1869	1579.02	1394	1764	1.265	0.34	0.0089742445905133	0.0429522419286247	0.0076	0.0179	0.0115	0.0115	TRUE	0.1733
CNAG_14001	4100	2498	2872	3231	4514	3355	2907	3039	3250	3554	3591	3986	3387.97	3065	3710	1.211	0.276	0.00902926799449322	0.0431546832548647	0.0032	0.0161	0.0077	0.0077	TRUE	0.0512
CNAG_01344	3216	1474	1128	2357	3157	2204	2281	1793	1276	2593	2512	2619	2178.87	1783	2575	1.442	0.528	0.00916012893724425	0.0436877598118077	0.0392	0.017	0.0291	0.0291	TRUE	0.2966
CNAG_01708	1737	997	1114	1259	1926	1344	1232	1213	1260	1385	1532	1597	1369.88	1235	1505	1.218	0.285	0.00922099651089736	0.0439162909669283	0.0021	0.0184	0.0079	0.0079	TRUE	0.0577
CNAG_00549	64	108	105	222	221	142	45	131	119	244	176	169	147.39	98	196	2.007	1.005	0.00924642393448096	0.0440064892095789	0.1546	0.0504	0.0997	0.0997	TRUE	2.4134
CNAG_04529	282	109	224	260	397	266	200	133	253	286	316	316	250.66	195	306	1.564	0.646	0.00926723087460097	0.0440466817424737	0.0433	0.0357	0.0401	0.0401	TRUE	0.3911
CNAG_08006	296	129	269	316	462	283	210	157	304	348	368	336	287.1	224	351	1.567	0.648	0.00926929150020201	0.0440466817424737	0.0512	0.033	0.041	0.041	TRUE	0.671
CNAG_05453	187	131	184	240	288	212	133	159	208	264	229	252	207.53	167	248	1.495	0.58	0.0092971389161563	0.0440974915898465	0.0228	0.0401	0.0307	0.0307	TRUE	0.4993
CNAG_05731	2524	1866	1993	2279	3434	2381	1790	2270	2255	2507	2732	2829	2397.17	2105	2689	1.279	0.355	0.00930700099088471	0.0441090710832845	0.0097	0.0168	0.013	0.013	TRUE	0.2111
CNAG_00330	427	229	364	366	612	482	303	279	412	403	487	573	409.24	331	488	1.473	0.558	0.00945753909135952	0.0447599651902305	0.0344	0.0275	0.0308	0.0308	TRUE	0.2516
CNAG_03289	5868	2773	3224	4085	5871	3874	4161	3374	3648	4493	4671	4603	4158.34	3728	4589	1.23	0.299	0.00948343999528299	0.0448512482901041	0.0056	0.0158	0.0093	0.0093	TRUE	0.1271
CNAG_04860	5053	2505	2502	3560	4794	3478	3583	3048	2831	3916	3814	4133	3554.05	3154	3954	1.253	0.325	0.00951098671174846	0.0449188801386338	0.008	0.0161	0.011	0.011	TRUE	0.1741
CNAG_02125	90	45	68	122	139	72	64	55	77	134	111	86	87.64	65	110	1.691	0.758	0.00951853871543258	0.044923263443329	0.026	0.0749	0.0492	0.0492	TRUE	0.1212
CNAG_06766	2690	1513	2090	2315	3272	2179	1908	1841	2365	2546	2603	2589	2308.62	2038	2579	1.266	0.341	0.00960274163300259	0.0452891472566228	0.0092	0.0169	0.012	0.012	TRUE	0.237
CNAG_07355	611	272	342	467	635	424	433	331	387	514	505	504	445.64	384	508	1.318	0.399	0.00967785223369083	0.0455799957283967	0.0063	0.0264	0.0148	0.0148	TRUE	0.1615
CNAG_01420	2047	835	799	1427	1986	1333	1452	1016	904	1570	1580	1584	1350.84	1124	1578	1.402	0.487	0.00971018736670401	0.0456688562558853	0.032	0.0185	0.0248	0.0248	TRUE	0.7912
CNAG_01303	1476	1024	1168	1362	1881	1308	1047	1246	1322	1498	1496	1554	1360.48	1205	1516	1.26	0.334	0.00981750683637699	0.0460777379683798	0.0068	0.0185	0.0113	0.0113	TRUE	0.163
CNAG_00753	1616	1038	1063	1219	1934	1357	1146	1263	1203	1341	1539	1612	1350.58	1204	1497	1.245	0.316	0.00994537288420615	0.0465490123538206	0.0049	0.0185	0.01	0.01	TRUE	0.0996
CNAG_01149	2291	1540	1603	1824	2794	1964	1625	1874	1814	2006	2223	2334	1979.13	1771	2188	1.236	0.306	0.0100285751383298	0.0468414577053391	0.0048	0.0172	0.0097	0.0097	TRUE	0.0643
CNAG_04348	2666	1449	2048	2341	3081	2171	1891	1763	2317	2575	2451	2580	2262.74	1990	2535	1.274	0.349	0.0100395515688655	0.0468604533654825	0.0104	0.0169	0.0128	0.0128	TRUE	0.2479
CNAG_01314	3123	2395	2391	2804	4330	2961	2215	2914	2705	3084	3445	3518	2980.2	2611	3349	1.283	0.36	0.0100586866848484	0.0468752245500953	0.0113	0.0164	0.0138	0.0138	TRUE	0.2169
CNAG_04192	12160	7072	7507	8899	12166	8486	8623	8604	8494	9789	9679	10083	9211.94	8574	9850	1.149	0.2	0.0100771386687902	0.0469067635221244	2e-04	0.0152	0.0042	0.0042	TRUE	0.0052
CNAG_00878	666	344	380	494	746	455	472	419	430	543	593	541	499.71	440	559	1.269	0.343	0.0101657375287559	0.0472219396712482	0.0019	0.0252	0.0108	0.0108	TRUE	0.05
CNAG_03327	112	84	109	155	198	120	79	102	123	170	158	143	129.26	101	157	1.555	0.637	0.0101748398698766	0.047231871319304	0.0191	0.0555	0.036	0.036	TRUE	0.3632
CNAG_07944	1417	901	973	1106	1648	1204	1005	1096	1101	1217	1311	1431	1193.37	1067	1320	1.237	0.307	0.0102286699629018	0.047416841892276	0.0038	0.019	0.0094	0.0094	TRUE	0.064
CNAG_00118	981	440	598	780	1056	663	696	535	677	858	840	788	732.24	636	829	1.301	0.38	0.0102734799979968	0.0475920364388074	0.0084	0.0218	0.0144	0.0144	TRUE	0.2191
CNAG_06378	618	292	402	482	653	528	438	355	455	530	519	627	487.57	416	559	1.34	0.422	0.0103518195181792	0.0478895224913309	0.0107	0.0254	0.0174	0.0174	TRUE	0.181
CNAG_00823	1035	638	831	926	1319	892	734	776	940	1019	1049	1060	929.7	817	1043	1.278	0.354	0.0104413950750179	0.0482586691145037	0.0075	0.0203	0.0126	0.0126	TRUE	0.2064
CNAG_05298	941	502	545	651	1114	686	667	611	617	716	886	815	718.69	632	806	1.276	0.351	0.0104590926781444	0.0482856499836461	0.0059	0.0219	0.0121	0.0121	TRUE	0.1125
CNAG_05738	498	307	359	450	680	372	353	374	406	495	541	442	435.14	378	493	1.309	0.388	0.0104659253134709	0.0482856499836461	0.0056	0.0267	0.0142	0.0142	TRUE	0.0923
CNAG_06658	1977	1253	1320	1660	2078	1604	1402	1524	1494	1826	1653	1906	1634.16	1473	1795	1.218	0.285	0.0104837889968297	0.0483351848922495	0.0031	0.0178	0.0083	0.0083	TRUE	0.0588
CNAG_07701	1637	1142	1524	1618	2491	1664	1161	1389	1724	1780	1982	1977	1668.88	1425	1913	1.344	0.426	0.0106216127615741	0.0488442414351016	0.0207	0.0177	0.0194	0.0194	TRUE	0.4071
CNAG_06027	135	94	93	131	397	111	96	114	105	144	316	132	151.19	105	197	1.887	0.916	0.0106598082216903	0.0489139508521677	0.121	0.0495	0.0854	0.0854	TRUE	3.0921
CNAG_06636	434	226	288	364	470	347	308	275	326	400	374	412	349.2	303	395	1.303	0.382	0.0107257951969921	0.0490601651809838	0.0011	0.0297	0.0132	0.0132	TRUE	0.068
CNAG_03063	5323	3740	3537	4667	6067	4252	3775	4550	4002	5134	4827	5052	4556.58	4109	5004	1.218	0.285	0.010770697032029	0.049153821235485	0.0049	0.0157	0.0088	0.0088	TRUE	0.1071
CNAG_04807	3614	2406	2182	3173	3994	2621	2563	2927	2469	3490	3177	3114	2956.81	2653	3260	1.229	0.298	0.0108332790435774	0.0492765247978146	0.0056	0.0164	0.0095	0.0095	TRUE	0.0982
CNAG_06922	5290	2210	1934	3870	5077	3281	3751	2689	2188	4257	4039	3899	3470.47	2876	4065	1.413	0.498	0.0109145162487427	0.0495463515388037	0.039	0.0161	0.0273	0.0273	TRUE	0.8215
CNAG_07969	151	59	81	141	186	103	107	72	92	155	148	122	115.99	90	142	1.563	0.644	0.0109117308673695	0.0495463515388037	0.0164	0.0602	0.037	0.037	TRUE	0.2895
